name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Lactococcus paracarnosus	2749962	species	2265140	8	5	0.0
Nocardia gipuzkoensis	2749991	species	8118644	1	0	0.0
Cellulophaga sp. HaHa_2_1	2749994	species	4577275	17	9	0.0
Winogradskyella sp. HaHa_3_26	2749995	species	4141347	15	10	0.0
Coxiella endosymbiont of Amblyomma nuttalli	2749996	species	1003026	3	2	0.0
Pseudomonas sp. RtIB026	2749999	species	5911790	3	1	0.0
Streptomyces sp. Rer75	2750011	species	10474412	6	3	0.0
Streptomyces sp. CB00271	2750025	species	8309852	4	2	0.0
Microcella indica	2750620	species	2585348	2	1	0.0
Xanthomonas sp. CPBF 426	2750648	species	4900648	3	0	0.0
Actinomadura graeca	2750812	species	8979594	12	7	0.0
Escherichia phage vB_EcoP_SP5M	2750853	leaf	72896	2	0	0.0
Bartonella apihabitans	2750929	species	7983914	11	1	0.0
Bartonella choladocola	2750995	species	2907212	1	1	0.0
Coprobacter secundus subsp. similis	2751153	subspecies	4171466	12	7	0.0
Synechococcus sp. LTW-R	2751170	species	2415533	1	1	0.0
Vibrio sp. B1ASS3	2751176	species	6337616	7	3	0.0
Vibrio sp. B1FIG11	2751177	species	5809603	6	2	0.0
Vibrio sp. B1FLJ16	2751178	species	9711001	5	3	0.0
Streptomyces sp. NEAU-sy36	2751189	species	8557534	7	3	0.0
Koleobacter methoxysyntrophicus	2751313	species	3102782	9	7	0.0
Janthinobacterium rivuli	2751478	species	6325785	5	0	0.0
Desulfosarcina ovata subsp. ovata	2752305	subspecies	7630248	3	1	0.0
Rhodoferax sp. AJA081-3	2752316	species	5173062	4	4	0.0
Pseudoalteromonas sp. JSTW	2752475	species	4508891	7	0	0.0
Brevundimonas sp. AJA228-03	2752515	species	3038188	3	3	0.0
Xanthomonas hortorum pv. gardneri	2754056	leaf	16482592	2	0	0.0
Corynebacterium haemomassiliense	2754726	species	2552120	1	1	0.0
Pseudoleptotrichia	2755140	genus	0	1	0	0.0
Aceticella autotrophica	2755338	species	2267618	11	6	0.0
Nocardia huaxiensis	2755382	species	16654283	6	4	0.0
Bacteroides sp. CACC 737	2755405	species	4634436	9	1	0.0
Actinomyces capricornis	2755559	species	3170963	4	2	0.0
Mycolicibacterium sp. TY66	2755560	species	6460518	1	0	0.0
Legionella sp. PC997	2755562	species	3979593	9	8	0.0
Borrelia puertoricensis	2756107	species	1868579	12	1	0.0
Achromobacter sp. 77	2756133	species	5868070	3	0	0.0
Marnyiella aurantia	2758037	species	2613493	2	1	0.0
Pontibrevibacter nitratireducens	2758038	species	3575444	1	1	0.0
Actinotalea sp. JY-7876	2758442	species	3546809	2	1	0.0
Schaalia sp. JY-X169	2758572	species	2382167	1	1	0.0
Flaviflexus equikiangi	2758573	species	2343974	1	0	0.0
Brachybacterium sp. Z12	2759167	species	3511914	3	2	0.0
Mycobacterium phage Estes	2759459	leaf	83601	1	0	0.0
Streptomyces sp. M54	2759525	species	7958870	4	0	0.0
Sphingomonas aliaeris	2759526	species	4262007	2	1	0.0
Chryseobacterium capnotolerans	2759528	species	5357258	16	8	0.0
Bartonella sp. HY038	2759660	species	3602772	8	1	0.0
Mycolicibacterium sp. TY81	2759662	species	6467391	1	0	0.0
Streptococcus sp. Marseille-Q3533	2759692	species	1691827	2	1	0.0
Pseudoalteromonas sp. MT33b	2759705	species	4454918	6	1	0.0
Pseudomonas sp. 29A	2759706	species	6775260	1	0	0.0
Sandaracinobacteroides saxicola	2759707	species	3364212	1	1	0.0
Lacticaseibacillus	2759736	genus	0	3	0	0.0
Limosilactobacillus reuteri subsp. kinnaridis	2759856	subspecies	4501040	2	0	0.0
Protaetiibacter sp. SSC-01	2759943	species	2958807	3	2	0.0
Devosia sp. MC521	2759954	species	3780495	1	1	0.0
Nocardioides dongkuii	2760089	species	4207844	4	1	0.0
Paracoccus sp. MC1862	2760307	species	3633757	4	1	0.0
Propioniciclava sp. MC1595	2760308	species	3430973	1	1	0.0
Tessaracoccus sp. MC1865	2760310	species	3035218	2	1	0.0
Lacibacter sediminis	2760713	species	5119652	11	10	0.0
Janibacter sp. YB324	2761047	species	3369845	2	1	0.0
Borrelia maritima	2761123	species	1109596	20	1	0.0
Mycolicibacterium baixiangningiae	2761578	species	6181092	10	1	0.0
Hymenobacter sediminicola	2761579	species	4511071	2	1	0.0
Croceimicrobium hydrocarbonivorans	2761580	species	4035598	2	1	0.0
Nodularia sphaerocarpa UHCC 0038	2761619	strain	5451672	7	5	0.0
Rickettsia tillamookensis	2761623	species	1438972	5	3	0.0
Stenotrophomonas pennii	2762239	species	4057933	2	1	0.0
Entomobacter blattae	2762277	species	2701842	1	0	0.0
Mycobacterium phage Aziz	2762281	leaf	83412	1	0	0.0
Mycobacterium phage Reindeer	2762283	leaf	82356	1	1	0.0
Weeksellaceae	2762318	family	0	4	0	0.0
Paenibacillus sp. PAMC21692	2762320	species	8591572	4	2	0.0
Variovorax sp. PAMC26660	2762322	species	7388698	1	0	0.0
Variovorax sp. PAMC28562	2762323	species	4693528	2	2	0.0
Nakamurella sp. PAMC28650	2762325	species	5629850	3	2	0.0
Bacillus sp. PAMC28748	2762328	species	4212838	1	0	0.0
Bacillus sp. PAMC26543	2762329	species	4101852	7	1	0.0
Tomato fruit blotch virus	2762435	leaf	14272	1	1	0.0
Acaryochloris marina S15	2762553	strain	7112772	2	1	0.0
Streptomyces sp. TYQ1024	2762559	species	7506783	3	0	0.0
Sporosarcina sp. resist	2762563	species	5090475	7	1	0.0
Pseudomonas kielensis	2762577	species	11778171	1	1	0.0
Sphingomonas albertensis	2762591	species	4099393	5	3	0.0
Novosphingopyxis iocasae	2762729	species	3191507	1	0	0.0
Sphingosinithalassobacter sp. CS137	2762748	species	3194162	3	3	0.0
Klebsiella phage vB_KvM-Eowyn	2762819	leaf	265389	1	1	0.0
Pseudomonas sp. MPDS	2762896	species	6213959	4	1	0.0
Streptomyces buecherae	2763006	species	17510359	9	6	0.0
Nocardioides sp. zg-1228	2763008	species	4054875	2	2	0.0
Roseburia rectibacter	2763062	species	3959994	8	5	0.0
Alloacidobacterium dinghuense	2763107	species	6271114	1	1	0.0
Microbacterium sp. YJN-G	2763257	species	3624144	2	1	0.0
Lysobacter solisilvae	2763317	species	3933292	4	4	0.0
Actinomyces trachealis	2763540	species	2526250	1	1	0.0
Wansuia hejianensis	2763667	species	3949724	7	5	0.0
Qiania dongpingensis	2763669	species	3084832	7	1	0.0
Wujia chipingensis	2763670	species	2942917	3	3	0.0
Simiaoa sunii	2763672	species	3572951	4	2	0.0
Sphingomonas sabuli	2764186	species	2513891	2	1	0.0
Fusobacterium hominis	2764326	species	2072767	21	10	0.0
Sideroxyarcus emersonii	2764705	species	2738141	2	1	0.0
Nostoc sp. MS1	2764711	species	7901148	9	6	0.0
Olivibacter sp. SDN3	2764720	species	6118654	15	8	0.0
Massilia antarctica	2765360	species	7432405	5	4	0.0
Leuconostoc falkenbergense	2766470	species	1898884	2	1	0.0
Salinarimonas sp.	2766526	species	5353493	2	1	0.0
Caproicibacterium amylolyticum	2766537	species	2996201	2	2	0.0
Vibrio sp. sp1	2766781	species	5180039	4	0	0.0
Microbacterium sp. Nx66	2766784	species	3457093	1	0	0.0
Chlamydia crocodili	2766982	species	1228996	1	1	0.0
Pedobacter riviphilus	2766984	species	5825361	16	9	0.0
Perkerra virus	2767010	leaf	12388	1	1	0.0
Amniculibacterium sp. G2-70	2767188	species	2839245	8	8	0.0
Bacillus phage F16Ba	2767194	species	38554	1	0	0.0
Bacillus phage J5a	2767195	species	40353	1	0	0.0
Bacillus phage z1a	2767196	species	39399	1	0	0.0
Mycoplasmopsis	2767358	genus	0	2	0	0.0
Klebsiella phage Miami	2767581	leaf	253383	1	0	0.0
Lactiplantibacillus	2767842	genus	0	2	0	0.0
Levilactobacillus	2767886	genus	0	2	0	0.0
Streptomyces roseirectus	2768066	species	9947447	9	9	0.0
Streptomyces genisteinicus	2768068	species	8188347	3	2	0.0
Streptomyces xanthii	2768069	species	8354710	3	0	0.0
Clavibacter zhangzhiyongii	2768071	species	3098336	2	1	0.0
Roseomonas marmotae	2768161	species	4833053	4	3	0.0
Roseomonas haemaphysalidis	2768162	species	4898652	4	3	0.0
Pantoea sp. MT58	2768165	species	4675847	3	0	0.0
Paramicrobacterium chengjingii	2769067	species	3622515	1	1	0.0
Wolbachia endosymbiont of Spodoptera picta	2769078	species	1339720	1	1	0.0
Citrobacter sp. C1	2769343	species	5318010	2	0	0.0
Citrobacter sp. C5_2	2769344	species	5085014	1	0	0.0
Citrobacter sp. C13	2769347	species	5481318	1	0	0.0
Marinobacter salinisoli	2769486	species	3716531	1	1	0.0
Thalassotalea sp. LPB0316	2769490	species	3549387	2	1	0.0
Massilia litorea	2769491	species	5347093	4	3	0.0
Stenotrophomonas sp. 169	2770322	species	4157065	2	1	0.0
Mannheimia bovis	2770636	species	4404954	8	2	0.0
Clostridioides sp. ES-S-0054-01	2770780	species	3925358	29	16	0.0
Wenzhouxiangella sp. AB-CW3	2771012	species	3844697	13	12	0.0
Roseococcus microcysteis	2771361	species	4208010	7	5	0.0
Stenotrophomonas cyclobalanopsidis	2771362	species	4233632	2	2	0.0
Thermomonas sp. XSG	2771436	species	3047478	1	1	0.0
uncultured phage cr50_1	2772059	leaf	98826	1	0	0.0
uncultured phage cr107_1	2772061	leaf	93787	1	1	0.0
uncultured phage cr118_1	2772063	leaf	92600	1	0	0.0
uncultured phage cr10_1	2772066	leaf	99985	1	1	0.0
uncultured phage cr110_1	2772070	leaf	89781	1	0	0.0
uncultured phage cr112_1	2772072	leaf	102301	1	1	0.0
uncultured phage cr85_1	2772074	leaf	98164	1	1	0.0
uncultured phage cr127_1	2772077	leaf	83412	1	1	0.0
uncultured phage cr56_1	2772081	leaf	97290	1	0	0.0
uncultured phage cr6_1	2772085	leaf	97422	1	1	0.0
uncultured phage cr115_1	2772089	leaf	99848	1	1	0.0
Chryseoglobus sp. 28M-23	2772253	species	2544477	2	0	0.0
Psychrobacter sp. 28M-43	2772254	species	3115700	3	3	0.0
Pseudarthrobacter sp. BIM B-2242	2772401	species	4780030	1	0	0.0
Streptomyces sp. KY70	2772432	species	7838151	5	0	0.0
Streptomyces sp. KY75	2772433	species	7837660	1	0	0.0
Algoriphagus sp. Y33	2772483	species	6378979	12	5	0.0
Pectobacterium phage vB_PcaM_CBB	2772511	leaf	378379	1	1	0.0
Desulfomarina profundi	2772557	species	4307339	9	5	0.0
Serratia sp. Tan611	2773264	species	4963609	4	1	0.0
Agreia sp. COWG	2773266	species	3436992	1	1	0.0
Desulfolutivibrio sulfoxidireducens	2773299	species	8486975	7	3	0.0
Halomonas sp. YLGW01	2773308	species	3453067	1	1	0.0
Marinomonas algicola	2773454	species	4490436	9	4	0.0
Escherichia coli O15:H12	2773704	leaf	5274628	1	1	0.0
Frigoriglobus tundricola	2774151	species	9857393	3	2	0.0
Pseudoalteromonas ostreae	2774154	species	9468212	16	0	0.0
Brevundimonas pondensis	2774189	species	3550773	1	1	0.0
Brevundimonas goettingensis	2774190	species	3984955	2	1	0.0
Pseudomonas sp. IzPS59	2774459	species	6381635	4	2	0.0
Pseudomonas gozinkensis	2774461	species	6563527	3	1	0.0
Aminobacter sp. SR38	2774562	species	7367353	1	0	0.0
Pseudomonas sp. ADPe	2774873	species	7240218	3	1	0.0
Variovorax sp. 38R	2774875	species	6870625	3	2	0.0
Aestuariispira ectoiniformans	2775080	species	4361962	1	0	0.0
Propioniciclava soli	2775081	species	3829285	1	0	0.0
Xanthomonas hydrangeae	2775159	species	10862639	1	0	0.0
Shewanella sp. WPAGA9	2775245	species	9814063	15	5	0.0
Flavobacterium sp. CS20	2775246	species	3064238	10	6	0.0
Rhizobium sp. TH2	2775403	species	6439517	1	0	0.0
Mesorhizobium onobrychidis	2775404	species	7548464	2	1	0.0
Skermanella sp. TT6	2775420	species	7569752	1	1	0.0
Stenotrophomonas sp. CW117	2775920	species	4090129	2	0	0.0
Infirmifilum lucidum	2776706	species	1625846	2	2	0.0
Pontibacillus sp. ALD_SL1	2777185	species	4708914	5	4	0.0
Psychroflexus sp. ALD_RP9	2777186	species	2555922	9	5	0.0
Mesorhizobium sp. J8	2777475	species	6690860	2	2	0.0
Brevibacterium sp. SMBL_HHYL_HB1	2777556	species	4181100	2	2	0.0
Vibrio bathopelagicus	2777577	species	5668207	7	3	0.0
Paenibacillus sp. JNUCC-31	2777983	species	7551121	12	7	0.0
Paenibacillus sp. JNUCC32	2777984	species	7004375	2	2	0.0
Aeromonas sp. FDAARGOS 1403	2778052	species	4819779	1	1	0.0
Aeromonas sp. FDAARGOS 1404	2778053	species	4738672	4	1	0.0
Aeromonas sp. FDAARGOS 1405	2778054	species	4614193	2	0	0.0
Aeromonas sp. FDAARGOS 1406	2778055	species	4645825	2	0	0.0
Aeromonas sp. FDAARGOS 1407	2778056	species	4701520	1	0	0.0
Aeromonas sp. FDAARGOS 1408	2778057	species	4844434	1	0	0.0
Aeromonas sp. FDAARGOS 1411	2778060	species	4539453	2	0	0.0
Aeromonas sp. FDAARGOS 1415	2778064	species	4346429	1	1	0.0
Aeromonas sp. FDAARGOS 1416	2778065	species	4518831	2	0	0.0
Aeromonas sp. FDAARGOS 1417	2778066	species	4793224	5	0	0.0
Aeromonas sp. FDAARGOS 1419	2778068	species	4588770	2	0	0.0
Amycolatopsis sp. FDAARGOS 1241	2778070	species	9798102	3	1	0.0
Chryseobacterium sp. FDAARGOS 1104	2778077	species	3699485	16	10	0.0
Corynebacterium sp. FDAARGOS 1242	2778078	species	2774993	3	0	0.0
Rhodanobacter sp. FDAARGOS 1247	2778082	species	3922638	1	0	0.0
Brevibacillus sp. JNUCC-41	2778370	species	5490698	6	1	0.0
Anthocerotibacter panamensis C109	2778476	strain	4187797	1	0	0.0
Maple mottle-associated virus	2778521	leaf	15425	1	1	0.0
Pectobacterium parvum	2778550	species	14439109	2	0	0.0
Escherichia coli O167:H26	2778655	leaf	4970871	1	1	0.0
Methyloradius palustris	2778876	species	2800413	3	2	0.0
Mucilaginibacter sp. 21P	2778902	species	4739655	3	3	0.0
Rodentibacter haemolyticus	2778911	species	2496734	10	4	0.0
Pseudoflavonifractor gallinarum	2779352	species	3280003	1	1	0.0
Zunongwangia sp. SCSIO 43204	2779359	species	4599919	19	12	0.0
Marixanthomonas sp. SCSIO 43207	2779360	species	2959668	9	8	0.0
Mesoflavibacter sp. SCSIO 43206	2779362	species	2954715	14	11	0.0
Vibrio sp. SCSIO 43132	2779363	species	6188185	6	1	0.0
Clostridium sp. 'deep sea'	2779445	species	3831732	26	17	0.0
Blautia liquoris	2779518	species	3518434	6	5	0.0
Thermophilibacter immobilis	2779519	species	2163714	1	0	0.0
Viridibacillus sp. JNUCC-6	2779527	species	4526142	28	22	0.0
Sulfurovum indicum	2779528	species	2209694	5	5	0.0
Streptomyces sp. EAS-AB2608	2779671	species	9320785	4	1	0.0
Ruania alkalisoli	2779775	species	4448695	2	1	0.0
Moraxella sp. K1664	2780077	species	2780008	6	3	0.0
Luteibacter flocculans	2780091	species	4299254	2	1	0.0
Lysobacter sp. H21R4	2781021	species	2854724	2	0	0.0
Lysobacter ciconiae	2781022	species	2914291	3	0	0.0
Tenacibaculum finnmarkense	2781243	species	2885819	21	14	0.0
Streptococcus oriscaviae	2781599	species	2197335	3	2	0.0
Synechococcus phage S-SRM01	2781608	leaf	240842	1	1	0.0
Streptomyces sp. A2-16	2781734	species	9796466	4	2	0.0
Saccharothrix sp. 6-C	2781735	species	9045220	3	0	0.0
Gloeobacter morelensis MG652769	2781736	strain	5102396	1	0	0.0
Staphylococcus lloydii	2781774	species	2569383	9	8	0.0
Citrobacter sp. BDA59-3	2781952	species	5349552	4	3	0.0
Echinicola sp. 20G	2781961	species	5785879	17	14	0.0
Acinetobacter sp. Ac-14	2781976	species	4078787	5	0	0.0
Streptomyces sp. XC 2026	2782004	species	5836896	2	2	0.0
Mongoliitalea daihaiensis	2782006	species	4816617	9	8	0.0
Streptomyces sp. A10(2020)	2782013	species	6984675	9	0	0.0
Candidatus Xianfuyuplasma coldseepsis	2782163	species	1958905	4	3	0.0
Microbacterium abyssi	2782166	species	3267287	1	1	0.0
Microbacterium luteum	2782167	species	3520443	1	1	0.0
Microbacterium atlanticum	2782168	species	3712988	4	3	0.0
Microbacterium cremeum	2782169	species	3982951	2	0	0.0
Orrella daihaiensis	2782176	species	2803849	2	1	0.0
Synechocystis sp. PCC 7339	2782213	species	3876863	4	0	0.0
Paenarthrobacter sp. GOM3	2782567	species	4464400	1	0	0.0
Bradyrhizobium sp. 131	2782609	species	8407647	2	1	0.0
Bradyrhizobium sp. 170	2782641	species	9195219	1	1	0.0
Bradyrhizobium sp. 183	2782652	species	8795756	1	0	0.0
Bradyrhizobium sp. 184	2782653	species	8798068	2	0	0.0
Bradyrhizobium sp. 186	2782654	species	10772313	4	4	0.0
Bradyrhizobium sp. 187	2782655	species	8358211	1	0	0.0
Bradyrhizobium sp. 191	2782659	species	8312872	5	1	0.0
Bradyrhizobium sp. 192	2782660	species	8489442	1	0	0.0
Bradyrhizobium sp. 195	2782662	species	9137078	3	1	0.0
Bradyrhizobium sp. 200	2782665	species	9494728	2	2	0.0
Bradyrhizobium sp. 40	2782674	species	7471060	3	3	0.0
Bradyrhizobium sp. 4	2782678	species	8094900	2	1	0.0
Bradyrhizobium sp. CW1	2782686	species	8663238	1	1	0.0
Providencia phage Kokobel1	2783540	leaf	59837	1	1	0.0
Xylella fastidiosa subsp. morus	2783797	subspecies	10536302	1	0	0.0
Natranaeroarchaeum sulfidigenes	2784880	species	3041127	1	1	0.0
Anaeromicropila herbilytica	2785025	species	5089009	13	10	0.0
Rhizobium sp. 007	2785056	species	7601978	3	2	0.0
Vibrio sp. ED002	2785123	species	6068595	2	0	0.0
Vibrio sp. ED004	2785124	species	5827158	6	4	0.0
Entomomonas asaccharolytica	2785331	species	3236906	12	9	0.0
Bacteroides sp. HF-162	2785531	species	4384378	9	0	0.0
Azospira inquinata	2785627	species	6554830	9	5	0.0
Vibrio sp. VB16	2785746	species	5210103	3	1	0.0
Methylomonas sp. LL1	2785785	species	4923893	2	2	0.0
Thalassospira sp. A40-3	2785908	species	4340220	1	0	0.0
Halomonas sp. A40-4	2785909	species	4150502	1	1	0.0
Pseudoalteromonas sp. A41-2	2785910	species	3561819	7	0	0.0
Thalassospira sp. B30-1	2785911	species	4788531	1	0	0.0
Sulfitobacter sp. B30-2	2785912	species	2928325	2	0	0.0
Alteromonas sp. B31-7	2785913	species	4609080	2	0	0.0
Salinimonas marina	2785918	species	3765169	4	4	0.0
ssRNA phage Gerhypos.2_21	2786254	leaf	3997	1	1	0.0
ssRNA phage Gerhypos.2_35	2786269	leaf	4463	1	0	0.0
Treponema peruense	2787628	species	2738066	7	5	0.0
Pantoea sp. SM3640	2787629	species	3998540	1	0	0.0
Taurinivorans muris	2787751	species	2172708	6	3	0.0
Bacillus sp. N447-1	2789208	species	5500489	11	1	0.0
Bacillus sp. A1(2020)	2789210	species	4096172	1	0	0.0
Labrys sp. KNU-23	2789216	species	7551292	3	3	0.0
Campylobacter fetus subsp. venerealis bv. intermedius	2789416	leaf	4181491	5	0	0.0
Actinomyces sp. HMT897	2789424	species	3281265	4	0	0.0
Actinomyces sp. HMT 175	2789425	species	3024208	2	0	0.0
Rhodococcus sp. USK10	2789739	species	9870030	1	0	0.0
Pedobacter endophyticus	2789740	species	5426070	5	4	0.0
Pontivivens ytuae	2789856	species	4199362	2	2	0.0
Synechococcus sp. CBW1107	2789857	species	15698361	17	7	0.0
Halomicrobium sp. ZPS1	2790029	species	3094203	1	0	0.0
Mycoplasmoidales	2790996	order	0	11	0	0.0
Sphaerochaetaceae	2791015	family	0	1	0	0.0
Thiomicrorhabdus immobilis	2791037	species	2539444	2	2	0.0
Providencia sp. 2.29	2791982	species	4547792	13	0	0.0
Streptomyces sp. MUM 178J	2791991	species	6699249	5	4	0.0
Pseudonocardia abyssalis	2792008	species	6305989	1	0	0.0
Spiroplasma endosymbiont of 'Nebria riversi'	2792084	species	1443729	12	7	0.0
Diaphorobacter sp. JS3051	2792224	species	4613942	1	0	0.0
Lysinibacillus sp. JNUCC-51	2792479	species	5122675	13	10	0.0
Lysinibacillus sp. JNUCC-52	2792480	species	4681075	14	5	0.0
Planktothricoides raciborskii GIHE-MW2	2792601	strain	7215835	15	12	0.0
Bacteroides humanifaecis	2792859	species	8489049	14	0	0.0
Gardnerella piotii	2792977	species	1541442	1	1	0.0
Gardnerella swidsinskii	2792979	species	4827495	2	0	0.0
Dompiswa phage TSP7_1	2793345	leaf	150892	1	0	0.0
Spongiibacter nanhainus	2794344	species	4078570	1	1	0.0
Maridesulfovibrio sp.	2795000	species	17173536	18	14	0.0
Rhizobium sp. AB2/73	2795216	species	14491249	6	0	0.0
Desulfolithobacter dissulfuricans	2795293	species	3596428	5	0	0.0
Nitrosopumilus sp. K4	2795383	species	1645909	6	5	0.0
Methylacidiphilum caldifontis	2795386	species	2254698	11	8	0.0
Lysobacter arenosi	2795387	species	3947892	2	0	0.0
Curtobacterium sp. YC1	2795488	species	3378526	1	0	0.0
Thiohalobacter sp. COW1	2795687	species	3567646	2	0	0.0
Alteromonas sp. KC3	2795688	species	4561647	4	0	0.0
Alteromonas sp. KC14	2795689	species	4544939	4	0	0.0
Kaistia sp. 32K	2795690	species	5352285	4	2	0.0
Pseudomonas sp. MPFS	2795724	species	7092618	2	0	0.0
Methylacidimicrobium sp. B4	2796139	species	2371269	2	2	0.0
Elizabethkingia sp. M8	2796140	species	4123895	20	0	0.0
Bacillus sp. HNR-4	2796141	species	5478137	9	3	0.0
Lysinibacillus sp. C5.1	2796169	species	4690817	7	0	0.0
Comamonas fluminis	2796366	species	4908875	5	3	0.0
Brevibacillus composti	2796470	species	8929201	2	0	0.0
Gelria sp. Kuro-4	2796927	species	2880462	3	1	0.0
Streptomyces sp. HSG2	2797167	species	5282528	2	1	0.0
Enterobacter dykesii	2797506	species	4554876	23	0	0.0
Streptomyces liliifuscus	2797636	species	11347200	2	2	0.0
Breznakiella homolactica	2798577	species	4646109	3	2	0.0
Enterobacter cloacae complex sp. AR_0002	2798729	species	5021981	1	0	0.0
Streptomyces poriferorum	2798799	species	19072812	6	0	0.0
Rhodoferax lithotrophicus	2798804	species	4936681	5	2	0.0
Acinetobacter sp. CS-2	2798861	species	3567654	10	6	0.0
Luteimonas sp. MC1572	2799325	species	3020716	1	1	0.0
Pseudoalteromonas sp. LC2018020214	2799564	species	4518294	7	1	0.0
Staphylococcus sp. 11-B-312	2799680	species	2721471	8	5	0.0
Carnobacterium sp. CS13	2800128	species	2562218	8	0	0.0
Brevundimonas vitisensis	2800818	species	2976716	1	1	0.0
Streptomyces sp. CA-210063	2801029	species	10859970	2	1	0.0
Streptomyces sp. DSM 40750	2801030	species	11540835	2	1	0.0
Streptomyces sp. CA-256286	2801033	species	8193177	3	0	0.0
Flavobacterium phage vB_FspM_immuto_2-6A	2801477	leaf	160410	1	1	0.0
Mycoplasma sp. E35C	2801918	species	925667	5	4	0.0
Prevotella herbatica	2801997	species	3524789	5	4	0.0
Vibrio sp. SCSIO 43133	2802577	species	5625376	2	0	0.0
Kutzneria sp. CA-103260	2802641	species	11609901	6	4	0.0
Luteitalea sp. TBR-22	2802971	species	6468984	2	1	0.0
Desulfuromonas versatilis	2802975	species	4656376	2	1	0.0
Nocardioides faecalis	2803858	species	3863826	4	4	0.0
Shewanella sp. KX20019	2803864	species	5329217	5	3	0.0
Aequorivita iocasae	2803865	species	3353883	12	0	0.0
Pseudomonas sp. 15A4	2804761	species	5702273	2	0	0.0
Shewanella sp. LZH-2	2806008	species	4634534	1	0	0.0
Caldicellulosiruptor diazotrophicus	2806205	species	2597825	8	2	0.0
Flagellatimonas centrodinii	2806210	species	3608892	2	2	0.0
Hydrogenophaga sp. YM1	2806262	species	4728845	4	0	0.0
Paludibacterium sp. B53371	2806263	species	3626872	3	3	0.0
Rhizobium sp. SL42	2806346	species	5166003	1	0	0.0
Hydrogenophaga sp. SL48	2806347	species	5433040	2	1	0.0
Devosia sp. SL43	2806348	species	4264986	3	2	0.0
Rhodococcus sp. USK13	2806442	species	7952400	1	1	0.0
Turicibacter sp. TJ11	2806443	species	2651593	3	3	0.0
Polaribacter sp. Q13	2806551	species	4423854	27	13	0.0
Bulleidia sp. zg-1006	2806552	species	1545033	7	6	0.0
Parasphingorhabdus cellanae	2806553	species	3777952	3	3	0.0
Candidatus Gromoviella agglomerans	2806609	species	589967	3	2	0.0
Metabacillus sp. cB07	2806989	species	4148576	5	4	0.0
Microvirga sp. VF16	2807101	species	9951011	1	0	0.0
Humisphaera borealis	2807512	species	7189892	2	2	0.0
Staphylococcus sp. SM9054	2807624	species	2836077	4	0	0.0
Staphylococcus sp. SM3655	2807625	species	2836293	4	0	0.0
Glaciimonas sp. PAMC28666	2807626	species	5230360	8	5	0.0
Citrobacter sp. B72	2807631	species	5542453	1	0	0.0
Polaribacter batillariae	2808900	species	3890129	25	15	0.0
Arcobacteraceae	2808963	family	0	1	0	0.0
Paralysiella testudinis	2809020	species	2905699	4	4	0.0
Marinitoga aeolica	2809031	species	2444241	33	23	0.0
Bacillus sp. LJBS06	2809036	species	4237297	2	0	0.0
Salinimicrobium tongyeongense	2809707	species	3509958	11	6	0.0
Microbacterium sp. EF45047	2809708	species	2551932	1	0	0.0
Pseudoalteromonas sp. JC3	2810196	species	5655084	3	0	0.0
Coprobacillaceae	2810280	family	0	1	0	0.0
Paenibacillus tianjinensis	2810347	species	6273877	4	1	0.0
Escherichia coli O89m:H9	2810406	leaf	4988215	1	0	0.0
Fulvivirga lutea	2810512	species	4137993	5	4	0.0
Agrococcus sp. Marseille-Q4369	2810513	species	2737735	2	2	0.0
Sporosarcina sp. Marseille-Q4063	2810514	species	3978257	8	4	0.0
Rothia sp. ZJ932	2810516	species	2264101	3	1	0.0
Microbacterium neungamense	2810535	species	2546128	1	0	0.0
Desulfoluna limicola	2810562	species	6263790	6	6	0.0
Pseudodesulfovibrio sediminis	2810563	species	3764150	1	1	0.0
Solenopsis invicta virus 14	2810810	leaf	13598	1	0	0.0
Cotonvirus japonicus	2811091	leaf	1476527	24	13	0.0
Streptomyces durocortorensis	2811104	species	7296298	2	0	0.0
Natronoglycomyces albus	2811108	species	4012379	1	0	0.0
Natronosporangium hydrolyticum	2811111	species	5699854	5	4	0.0
Niveibacterium microcysteis	2811415	species	4854389	3	2	0.0
Rhodococcus pseudokoreensis	2811421	species	9866560	5	3	0.0
Pseudomonas sp. PDNC002	2811422	species	6393486	3	3	0.0
Ensifer sp. PDNC004	2811423	species	6778202	3	2	0.0
Gordonia sp. PDNC005	2811424	species	4260791	1	1	0.0
Variovorax sp. PDNC026	2811425	species	7110136	6	4	0.0
Thermoleptolyngbya sp. PKUAC-SCTB121	2811482	species	5490383	1	0	0.0
Thermodesulfovibrionales	2811503	order	0	3	0	0.0
Fenollaria sporofastidiosus	2811778	species	1630063	6	4	0.0
Varibaculum prostatecancerukia	2811781	species	2211690	1	1	0.0
Burkholderia sp. MS455	2811788	species	8055789	1	1	0.0
Burkholderia sp. MS389	2811789	species	7746250	1	0	0.0
Methylomonas sp. EFPC1	2812647	species	4993755	1	1	0.0
Methylococcus sp. EFPC2	2812648	species	4558902	1	0	0.0
Bacillus sp. PDNC022	2812759	species	3822815	2	1	0.0
Terrisporobacter hibernicus	2813371	species	4116837	45	27	0.0
Staphylococcus sp. SB1-57	2813777	species	2438595	9	0	0.0
Pseudomonas sp. SORT22	2813842	species	5800740	2	1	0.0
Thermosynechococcus sp.	2814275	species	2497893	1	0	0.0
Shewanella cyperi	2814292	species	8272437	6	1	0.0
